time,.layout.dim,.layout.data_offset,.data
2023/02/21/14:27:47.878573,[],0,"(0.5692940950393677, -0.44291338324546814, 0.5670517086982727, 0.3977239727973938, -0.007649133447557688, -0.014329716563224792, -0.011177445761859417, 9.756274223327637, -0.5215303301811218, -0.44760438799858093, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.05914107337594032, -0.7427106499671936, 0.2674463391304016, 0.6110283732414246, 0.014241468161344528, 0.006234689615666866, 0.009050985798239708, 9.230855941772461, -3.180659294128418, -1.1052204370498657, 0.2925221025943756, -0.7360332012176514, 0.1885794699192047, 0.5806235671043396, -0.009261767379939556, -0.010446450673043728, -0.01843901164829731, 9.593159675598145, 0.5798103213310242, -2.3594162464141846, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23003017902374268, -0.256425142288208, -0.4419131875038147, 0.8282783031463623, -0.0051593235693871975, 0.005800693295896053, 0.003983429633080959, 6.171181678771973, -1.5186887979507446, 7.459830284118652, 0.0)"
2023/02/21/14:27:47.888678,[],0,"(0.5692940950393677, -0.44291338324546814, 0.5670517086982727, 0.3977239727973938, -0.007649133447557688, -0.014329716563224792, -0.011177445761859417, 9.756274223327637, -0.5215303301811218, -0.44760438799858093, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.05914107337594032, -0.7427106499671936, 0.2674463391304016, 0.6110283732414246, 0.014241468161344528, 0.006234689615666866, 0.009050985798239708, 9.230855941772461, -3.180659294128418, -1.1052204370498657, 0.2925221025943756, -0.7360332012176514, 0.1885794699192047, 0.5806235671043396, -0.009261767379939556, -0.010446450673043728, -0.01843901164829731, 9.593159675598145, 0.5798103213310242, -2.3594162464141846, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23003017902374268, -0.256425142288208, -0.4419131875038147, 0.8282783031463623, -0.0051593235693871975, 0.005800693295896053, 0.003983429633080959, 6.171181678771973, -1.5186887979507446, 7.459830284118652, 0.0)"
2023/02/21/14:27:47.898628,[],0,"(0.5715689063072205, -0.44369810819625854, 0.5652955174446106, 0.396083265542984, 0.010610641911625862, -0.04482058435678482, -0.00048017397057265043, 9.792412757873535, -0.544262170791626, -0.5035042762756348, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.058980245143175125, -0.7425270676612854, 0.2676464021205902, 0.6111794710159302, 0.006369681563228369, 0.014390591531991959, 0.0072782752104103565, 9.242202758789062, -3.294232130050659, -1.0659183263778687, 0.2928738296031952, -0.7361143827438354, 0.1883678138256073, 0.5804120302200317, 0.005928446538746357, -0.016003403812646866, -0.02265270985662937, 9.585186958312988, 0.6279352307319641, -2.3441009521484375, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23008756339550018, -0.2563880383968353, -0.4419233202934265, 0.8282684683799744, -0.00586937228217721, 0.00479578273370862, 0.004241705872118473, 6.192617416381836, -1.532092571258545, 7.453219413757324, 0.0)"
2023/02/21/14:27:47.908738,[],0,"(0.5715689063072205, -0.44369810819625854, 0.5652955174446106, 0.396083265542984, 0.010610641911625862, -0.04482058435678482, -0.00048017397057265043, 9.792412757873535, -0.544262170791626, -0.5035042762756348, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.058980245143175125, -0.7425270676612854, 0.2676464021205902, 0.6111794710159302, 0.006369681563228369, 0.014390591531991959, 0.0072782752104103565, 9.242202758789062, -3.294232130050659, -1.0659183263778687, 0.2928738296031952, -0.7361143827438354, 0.1883678138256073, 0.5804120302200317, 0.005928446538746357, -0.016003403812646866, -0.02265270985662937, 9.585186958312988, 0.6279352307319641, -2.3441009521484375, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23008756339550018, -0.2563880383968353, -0.4419233202934265, 0.8282684683799744, -0.00586937228217721, 0.00479578273370862, 0.004241705872118473, 6.192617416381836, -1.532092571258545, 7.453219413757324, 0.0)"
2023/02/21/14:27:47.918661,[],0,"(0.5715689063072205, -0.44369810819625854, 0.5652955174446106, 0.396083265542984, 0.010610641911625862, -0.04482058435678482, -0.00048017397057265043, 9.792412757873535, -0.544262170791626, -0.5035042762756348, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.058980245143175125, -0.7425270676612854, 0.2676464021205902, 0.6111794710159302, 0.006369681563228369, 0.014390591531991959, 0.0072782752104103565, 9.242202758789062, -3.294232130050659, -1.0659183263778687, 0.2928738296031952, -0.7361143827438354, 0.1883678138256073, 0.5804120302200317, 0.005928446538746357, -0.016003403812646866, -0.02265270985662937, 9.585186958312988, 0.6279352307319641, -2.3441009521484375, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23008756339550018, -0.2563880383968353, -0.4419233202934265, 0.8282684683799744, -0.00586937228217721, 0.00479578273370862, 0.004241705872118473, 6.192617416381836, -1.532092571258545, 7.453219413757324, 0.0)"
2023/02/21/14:27:47.928693,[],0,"(0.5715689063072205, -0.44369810819625854, 0.5652955174446106, 0.396083265542984, 0.010610641911625862, -0.04482058435678482, -0.00048017397057265043, 9.792412757873535, -0.544262170791626, -0.5035042762756348, -0.14820216596126556, -0.763554573059082, 0.07343710958957672, 0.6242015361785889, 0.018282832577824593, 0.011815366335213184, -0.01996069774031639, 9.0089750289917, -3.1585001945495605, -2.0581605434417725, -0.7836876511573792, -0.05529582127928734, -0.6164627075195312, 0.05243753641843796, 0.011611388996243477, -0.009617973119020462, 0.00675962632521987, 9.553487777709961, -0.15688586235046387, -2.2429988384246826, 0.058980245143175125, -0.7425270676612854, 0.2676464021205902, 0.6111794710159302, 0.006369681563228369, 0.014390591531991959, 0.0072782752104103565, 9.242202758789062, -3.294232130050659, -1.0659183263778687, 0.2928738296031952, -0.7361143827438354, 0.1883678138256073, 0.5804120302200317, 0.005928446538746357, -0.016003403812646866, -0.02265270985662937, 9.585186958312988, 0.6279352307319641, -2.3441009521484375, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23008756339550018, -0.2563880383968353, -0.4419233202934265, 0.8282684683799744, -0.00586937228217721, 0.00479578273370862, 0.004241705872118473, 6.192617416381836, -1.532092571258545, 7.453219413757324, 0.0)"
2023/02/21/14:27:47.938694,[],0,"(0.5718523859977722, -0.44377410411834717, 0.5651051998138428, 0.395860493183136, 0.019722381606698036, -0.04405292496085167, -0.0034039479214698076, 9.81870174407959, -0.5294190049171448, -0.5455611944198608, -0.1475750058889389, -0.7634167671203613, 0.07356760650873184, 0.6245031952857971, 0.02154792845249176, 0.012973430566489697, -0.02024957351386547, 9.077659606933594, -3.091063976287842, -2.11047625541687, -0.7840134501457214, -0.055773504078388214, -0.6159751415252686, 0.05279085040092468, 0.014715620316565037, -0.013792957179248333, -0.005198816303163767, 9.578635215759277, -0.015470709651708603, -2.241079568862915, 0.058936040848493576, -0.742430567741394, 0.2678268253803253, 0.6112218499183655, 0.013844743371009827, 0.01013241894543171, 0.01087453868240118, 9.231085777282715, -3.221968412399292, -1.0664808750152588, 0.2934061586856842, -0.7362899780273438, 0.18797416985034943, 0.5800479650497437, 0.0028974448796361685, -0.01563793607056141, -0.016796208918094635, 9.623188972473145, 0.7316051721572876, -2.3338229656219482, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23014235496520996, -0.25628480315208435, -0.4418755769729614, 0.8283106684684753, -0.0039214082062244415, 0.005437851883471012, 0.006245946511626244, 6.19207763671875, -1.5206012725830078, 7.467647552490234, 0.0)"
2023/02/21/14:27:47.948722,[],0,"(0.5718523859977722, -0.44377410411834717, 0.5651051998138428, 0.395860493183136, 0.019722381606698036, -0.04405292496085167, -0.0034039479214698076, 9.81870174407959, -0.5294190049171448, -0.5455611944198608, -0.1475750058889389, -0.7634167671203613, 0.07356760650873184, 0.6245031952857971, 0.02154792845249176, 0.012973430566489697, -0.02024957351386547, 9.077659606933594, -3.091063976287842, -2.11047625541687, -0.7840134501457214, -0.055773504078388214, -0.6159751415252686, 0.05279085040092468, 0.014715620316565037, -0.013792957179248333, -0.005198816303163767, 9.578635215759277, -0.015470709651708603, -2.241079568862915, 0.058936040848493576, -0.742430567741394, 0.2678268253803253, 0.6112218499183655, 0.013844743371009827, 0.01013241894543171, 0.01087453868240118, 9.231085777282715, -3.221968412399292, -1.0664808750152588, 0.2934061586856842, -0.7362899780273438, 0.18797416985034943, 0.5800479650497437, 0.0028974448796361685, -0.01563793607056141, -0.016796208918094635, 9.623188972473145, 0.7316051721572876, -2.3338229656219482, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23014235496520996, -0.25628480315208435, -0.4418755769729614, 0.8283106684684753, -0.0039214082062244415, 0.005437851883471012, 0.006245946511626244, 6.19207763671875, -1.5206012725830078, 7.467647552490234, 0.0)"
2023/02/21/14:27:47.958803,[],0,"(0.5718523859977722, -0.44377410411834717, 0.5651051998138428, 0.395860493183136, 0.019722381606698036, -0.04405292496085167, -0.0034039479214698076, 9.81870174407959, -0.5294190049171448, -0.5455611944198608, -0.1475750058889389, -0.7634167671203613, 0.07356760650873184, 0.6245031952857971, 0.02154792845249176, 0.012973430566489697, -0.02024957351386547, 9.077659606933594, -3.091063976287842, -2.11047625541687, -0.7840134501457214, -0.055773504078388214, -0.6159751415252686, 0.05279085040092468, 0.014715620316565037, -0.013792957179248333, -0.005198816303163767, 9.578635215759277, -0.015470709651708603, -2.241079568862915, 0.058936040848493576, -0.742430567741394, 0.2678268253803253, 0.6112218499183655, 0.013844743371009827, 0.01013241894543171, 0.01087453868240118, 9.231085777282715, -3.221968412399292, -1.0664808750152588, 0.2934061586856842, -0.7362899780273438, 0.18797416985034943, 0.5800479650497437, 0.0028974448796361685, -0.01563793607056141, -0.016796208918094635, 9.623188972473145, 0.7316051721572876, -2.3338229656219482, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23014235496520996, -0.25628480315208435, -0.4418755769729614, 0.8283106684684753, -0.0039214082062244415, 0.005437851883471012, 0.006245946511626244, 6.19207763671875, -1.5206012725830078, 7.467647552490234, 0.0)"
2023/02/21/14:27:47.968652,[],0,"(0.5718633532524109, -0.4434530436992645, 0.5657833814620972, 0.39523518085479736, 0.03796183317899704, 0.026916706934571266, 0.02078109048306942, 9.827736854553223, -0.4635222852230072, -0.5371662378311157, -0.1475750058889389, -0.7634167671203613, 0.07356760650873184, 0.6245031952857971, 0.02154792845249176, 0.012973430566489697, -0.02024957351386547, 9.077659606933594, -3.091063976287842, -2.11047625541687, -0.7840740084648132, -0.05554928630590439, -0.6159332394599915, 0.05261559784412384, -0.029376618564128876, -0.006558304186910391, -0.003516406984999776, 9.574763298034668, 0.08745367079973221, -2.2211499214172363, 0.05858094245195389, -0.7421672940254211, 0.26817286014556885, 0.6114239692687988, 0.0025044651702046394, 0.011937531642615795, 0.011100029572844505, 9.232525825500488, -3.1526622772216797, -1.0956989526748657, 0.29294121265411377, -0.7365809679031372, 0.18744240701198578, 0.5800855755805969, -0.04336738586425781, -0.008811929263174534, 0.003209710353985429, 9.582889556884766, 0.7767857313156128, -2.3986968994140625, -0.17210495471954346, 0.0037492639385163784, -0.9752324819564819, -0.13887903094291687, -3.686572313308716, -2.4204089641571045, 0.040911514312028885, 19.684410095214844, -3.678067445755005, -12.858881950378418, -0.23040124773979187, -0.25633564591407776, -0.4417981803417206, 0.8282642364501953, -0.01688443496823311, -0.004396690521389246, 0.013145954348146915, 6.1811604499816895, -1.5300943851470947, 7.463144302368164, 0.0)"
