time,.layout.dim,.layout.data_offset,.data
2023/02/21/14:27:02.019211,[],0,"(-0.5424193143844604, 0.43257570266723633, -0.5882431268692017, -0.4154871702194214, -0.007133750710636377, -0.026530276983976364, 0.0012804846046492457, 9.720269203186035, -0.5269544124603271, 0.40576884150505066, 0.16918644309043884, 0.7672837972640991, -0.06292134523391724, -0.6153798699378967, -0.026297802105545998, 0.01256798580288887, 0.0247961338609457, 8.991595268249512, -3.25089955329895, -2.3605499267578125, 0.7776303291320801, 0.07153081148862839, 0.6210831999778748, -0.0665590912103653, -0.005194047465920448, 0.021863263100385666, 0.026352394372224808, 9.519610404968262, -0.4215117394924164, -2.065394163131714, -0.07837960869073868, 0.7501531839370728, -0.2631789445877075, -0.6015510559082031, 0.04821319133043289, -0.029334066435694695, 0.0020847769919782877, 9.217363357543945, -2.9391465187072754, -1.258482813835144, -0.31479889154434204, 0.7197064757347107, -0.21204052865505219, -0.5813459157943726, -0.01630999706685543, 0.002631059382110834, -0.044727928936481476, 9.590544700622559, 0.5766321420669556, -2.2656984329223633, 0.07043623179197311, 0.32299837470054626, 0.12967923283576965, -0.9348230361938477, -0.0021527011413127184, 0.008172458037734032, -0.009459059685468674, 6.103372097015381, -0.5054274797439575, 7.596151351928711, 0.22444379329681396, 0.2631319463253021, 0.4231095016002655, -0.8374752998352051, 0.02932812087237835, 0.027002351358532906, 0.014335068874061108, 6.185831546783447, -1.5519286394119263, 7.4940338134765625, 0.0)"
2023/02/21/14:27:02.029058,[],0,"(-0.5424193143844604, 0.43257570266723633, -0.5882431268692017, -0.4154871702194214, -0.007133750710636377, -0.026530276983976364, 0.0012804846046492457, 9.720269203186035, -0.5269544124603271, 0.40576884150505066, 0.16918644309043884, 0.7672837972640991, -0.06292134523391724, -0.6153798699378967, -0.026297802105545998, 0.01256798580288887, 0.0247961338609457, 8.991595268249512, -3.25089955329895, -2.3605499267578125, 0.7776303291320801, 0.07153081148862839, 0.6210831999778748, -0.0665590912103653, -0.005194047465920448, 0.021863263100385666, 0.026352394372224808, 9.519610404968262, -0.4215117394924164, -2.065394163131714, -0.07837960869073868, 0.7501531839370728, -0.2631789445877075, -0.6015510559082031, 0.04821319133043289, -0.029334066435694695, 0.0020847769919782877, 9.217363357543945, -2.9391465187072754, -1.258482813835144, -0.31479889154434204, 0.7197064757347107, -0.21204052865505219, -0.5813459157943726, -0.01630999706685543, 0.002631059382110834, -0.044727928936481476, 9.590544700622559, 0.5766321420669556, -2.2656984329223633, 0.07043623179197311, 0.32299837470054626, 0.12967923283576965, -0.9348230361938477, -0.0021527011413127184, 0.008172458037734032, -0.009459059685468674, 6.103372097015381, -0.5054274797439575, 7.596151351928711, 0.22444379329681396, 0.2631319463253021, 0.4231095016002655, -0.8374752998352051, 0.02932812087237835, 0.027002351358532906, 0.014335068874061108, 6.185831546783447, -1.5519286394119263, 7.4940338134765625, 0.0)"
2023/02/21/14:27:02.038703,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.1707705557346344, 0.7661504149436951, -0.06234460696578026, -0.6164122819900513, -0.08255087584257126, 0.05308793857693672, 0.005976262502372265, 8.990779876708984, -2.9948554039001465, -2.276473045349121, 0.7776303291320801, 0.07153081148862839, 0.6210831999778748, -0.0665590912103653, -0.005194047465920448, 0.021863263100385666, 0.026352394372224808, 9.519610404968262, -0.4215117394924164, -2.065394163131714, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.3150382936000824, 0.7196420431137085, -0.21171025931835175, -0.5814163684844971, -0.012314703315496445, 3.2521027605980635e-05, -0.054483987390995026, 9.58392333984375, 0.6814325451850891, -2.1755545139312744, 0.07007753103971481, 0.3232136070728302, 0.13001073896884918, -0.9347295165061951, 0.0034083914943039417, 0.001636419096030295, -0.010924093425273895, 6.121893405914307, -0.4993695914745331, 7.572911739349365, 0.223690465092659, 0.2629929184913635, 0.422948956489563, -0.8378015756607056, 0.04369193688035011, 0.039421018213033676, 0.010639590211212635, 6.225964069366455, -1.5168352127075195, 7.432629585266113, 0.0)"
2023/02/21/14:27:02.048636,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.1707705557346344, 0.7661504149436951, -0.06234460696578026, -0.6164122819900513, -0.08255087584257126, 0.05308793857693672, 0.005976262502372265, 8.990779876708984, -2.9948554039001465, -2.276473045349121, 0.7776303291320801, 0.07153081148862839, 0.6210831999778748, -0.0665590912103653, -0.005194047465920448, 0.021863263100385666, 0.026352394372224808, 9.519610404968262, -0.4215117394924164, -2.065394163131714, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.3150382936000824, 0.7196420431137085, -0.21171025931835175, -0.5814163684844971, -0.012314703315496445, 3.2521027605980635e-05, -0.054483987390995026, 9.58392333984375, 0.6814325451850891, -2.1755545139312744, 0.07007753103971481, 0.3232136070728302, 0.13001073896884918, -0.9347295165061951, 0.0034083914943039417, 0.001636419096030295, -0.010924093425273895, 6.121893405914307, -0.4993695914745331, 7.572911739349365, 0.223690465092659, 0.2629929184913635, 0.422948956489563, -0.8378015756607056, 0.04369193688035011, 0.039421018213033676, 0.010639590211212635, 6.225964069366455, -1.5168352127075195, 7.432629585266113, 0.0)"
2023/02/21/14:27:02.058586,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.1707705557346344, 0.7661504149436951, -0.06234460696578026, -0.6164122819900513, -0.08255087584257126, 0.05308793857693672, 0.005976262502372265, 8.990779876708984, -2.9948554039001465, -2.276473045349121, 0.7776303291320801, 0.07153081148862839, 0.6210831999778748, -0.0665590912103653, -0.005194047465920448, 0.021863263100385666, 0.026352394372224808, 9.519610404968262, -0.4215117394924164, -2.065394163131714, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.3150382936000824, 0.7196420431137085, -0.21171025931835175, -0.5814163684844971, -0.012314703315496445, 3.2521027605980635e-05, -0.054483987390995026, 9.58392333984375, 0.6814325451850891, -2.1755545139312744, 0.07007753103971481, 0.3232136070728302, 0.13001073896884918, -0.9347295165061951, 0.0034083914943039417, 0.001636419096030295, -0.010924093425273895, 6.121893405914307, -0.4993695914745331, 7.572911739349365, 0.223690465092659, 0.2629929184913635, 0.422948956489563, -0.8378015756607056, 0.04369193688035011, 0.039421018213033676, 0.010639590211212635, 6.225964069366455, -1.5168352127075195, 7.432629585266113, 0.0)"
2023/02/21/14:27:02.068629,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.1707705557346344, 0.7661504149436951, -0.06234460696578026, -0.6164122819900513, -0.08255087584257126, 0.05308793857693672, 0.005976262502372265, 8.990779876708984, -2.9948554039001465, -2.276473045349121, 0.7773818969726562, 0.07019257545471191, 0.6214612722396851, -0.06735170632600784, -0.006695687770843506, 0.024031037464737892, 0.05328148975968361, 9.515685081481934, -0.6369372606277466, -2.1491143703460693, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.3150382936000824, 0.7196420431137085, -0.21171025931835175, -0.5814163684844971, -0.012314703315496445, 3.2521027605980635e-05, -0.054483987390995026, 9.58392333984375, 0.6814325451850891, -2.1755545139312744, 0.07007753103971481, 0.3232136070728302, 0.13001073896884918, -0.9347295165061951, 0.0034083914943039417, 0.001636419096030295, -0.010924093425273895, 6.121893405914307, -0.4993695914745331, 7.572911739349365, 0.22324152290821075, 0.2628979980945587, 0.4228464365005493, -0.8380028605461121, 0.0462074801325798, 0.04295473173260689, 0.014883975498378277, 6.203338146209717, -1.4706858396530151, 7.455605506896973, 0.0)"
2023/02/21/14:27:02.078540,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.17160815000534058, 0.7658616900444031, -0.06165909022092819, -0.6166073679924011, -0.04450897499918938, 0.0313902273774147, 0.002337091136723757, 9.053170204162598, -3.221081018447876, -2.5017764568328857, 0.7773818969726562, 0.07019257545471191, 0.6214612722396851, -0.06735170632600784, -0.006695687770843506, 0.024031037464737892, 0.05328148975968361, 9.515685081481934, -0.6369372606277466, -2.1491143703460693, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.31591352820396423, 0.7192357182502747, -0.2104673534631729, -0.5818952322006226, -0.017839184030890465, 0.0028429662343114614, -0.06545813381671906, 9.70178508758545, 0.2881801724433899, -2.1366608142852783, 0.06994611024856567, 0.32330742478370667, 0.1301761120557785, -0.9346839189529419, -0.0063194469548761845, 0.0014796314062550664, -0.007022472098469734, 6.148477077484131, -0.4532054662704468, 7.609640598297119, 0.2229866087436676, 0.2627432644367218, 0.4228338897228241, -0.8381255865097046, 0.01869453489780426, 0.03906470537185669, 0.009594704024493694, 5.798379421234131, -1.699970006942749, 7.562154769897461, 0.0)"
2023/02/21/14:27:02.088997,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.17160815000534058, 0.7658616900444031, -0.06165909022092819, -0.6166073679924011, -0.04450897499918938, 0.0313902273774147, 0.002337091136723757, 9.053170204162598, -3.221081018447876, -2.5017764568328857, 0.7773818969726562, 0.07019257545471191, 0.6214612722396851, -0.06735170632600784, -0.006695687770843506, 0.024031037464737892, 0.05328148975968361, 9.515685081481934, -0.6369372606277466, -2.1491143703460693, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.31591352820396423, 0.7192357182502747, -0.2104673534631729, -0.5818952322006226, -0.017839184030890465, 0.0028429662343114614, -0.06545813381671906, 9.70178508758545, 0.2881801724433899, -2.1366608142852783, 0.06994611024856567, 0.32330742478370667, 0.1301761120557785, -0.9346839189529419, -0.0063194469548761845, 0.0014796314062550664, -0.007022472098469734, 6.148477077484131, -0.4532054662704468, 7.609640598297119, 0.2229866087436676, 0.2627432644367218, 0.4228338897228241, -0.8381255865097046, 0.01869453489780426, 0.03906470537185669, 0.009594704024493694, 5.798379421234131, -1.699970006942749, 7.562154769897461, 0.0)"
2023/02/21/14:27:02.098655,[],0,"(-0.5427309274673462, 0.43307992815971375, -0.5876161456108093, -0.41544219851493835, -0.010221130214631557, -0.022499041631817818, -0.0024341691751033068, 9.76183032989502, -0.5275039076805115, 0.37548503279685974, 0.17160815000534058, 0.7658616900444031, -0.06165909022092819, -0.6166073679924011, -0.04450897499918938, 0.0313902273774147, 0.002337091136723757, 9.053170204162598, -3.221081018447876, -2.5017764568328857, 0.7773818969726562, 0.07019257545471191, 0.6214612722396851, -0.06735170632600784, -0.006695687770843506, 0.024031037464737892, 0.05328148975968361, 9.515685081481934, -0.6369372606277466, -2.1491143703460693, -0.07842585444450378, 0.7507421970367432, -0.26356634497642517, -0.6006399393081665, 0.006356304045766592, -0.03158216550946236, 0.013190151192247868, 9.338188171386719, -2.83498215675354, -1.2029476165771484, -0.31591352820396423, 0.7192357182502747, -0.2104673534631729, -0.5818952322006226, -0.017839184030890465, 0.0028429662343114614, -0.06545813381671906, 9.70178508758545, 0.2881801724433899, -2.1366608142852783, 0.06994611024856567, 0.32330742478370667, 0.1301761120557785, -0.9346839189529419, -0.0063194469548761845, 0.0014796314062550664, -0.007022472098469734, 6.148477077484131, -0.4532054662704468, 7.609640598297119, 0.2229866087436676, 0.2627432644367218, 0.4228338897228241, -0.8381255865097046, 0.01869453489780426, 0.03906470537185669, 0.009594704024493694, 5.798379421234131, -1.699970006942749, 7.562154769897461, 0.0)"
2023/02/21/14:27:02.108683,[],0,"(-0.5432009100914001, 0.43372616171836853, -0.5862189531326294, -0.4161270260810852, -0.026523984968662262, -0.023747801780700684, -0.019830651581287384, 9.774584770202637, -0.5275863409042358, 0.2986156642436981, 0.17190559208393097, 0.7657553553581238, -0.06139325723052025, -0.6166831254959106, -0.016025936231017113, 0.018336281180381775, -0.010176116600632668, 8.927578926086426, -3.3032279014587402, -2.442204475402832, 0.777274489402771, 0.06932231783866882, 0.6216000914573669, -0.06820656359195709, 0.015047053806483746, 0.0179205983877182, 0.06092764809727669, 9.702657699584961, -0.5351096987724304, -2.080928087234497, -0.0767117440700531, 0.7519015669822693, -0.2628818452358246, -0.5997102856636047, -0.04317755624651909, -0.024731917306780815, 0.028039246797561646, 9.28896713256836, -3.020845890045166, -1.4534128904342651, -0.316171258687973, 0.7190485596656799, -0.21010850369930267, -0.5821162462234497, -0.016150102019309998, 0.019965507090091705, -0.06689275801181793, 9.759326934814453, 1.0202289819717407, -2.2025766372680664, 0.06988335400819778, 0.3234059512615204, 0.130225270986557, -0.9346476793289185, -0.012807446531951427, 0.007040904834866524, 0.0013532747980207205, 6.125799179077148, -0.46881020069122314, 7.593425750732422, 0.2228110283613205, 0.26269781589508057, 0.4228857159614563, -0.8381603360176086, 0.011924376711249352, 0.02285553514957428, -0.0018120481399819255, 6.1519694328308105, -1.5502688884735107, 7.464354515075684, 0.0)"
